Y1961,Y1962,Y1963,Y1964,Y1965,Y1966,Y1967,Y1968,Y1969,Y1970,Y1971,Y1972,Y1973,Y1974,Y1975,Y1976,Y1977,Y1978,Y1979,Y1980,Y1981,Y1982,Y1983,Y1984,Y1985,Y1986,Y1987,Y1988,Y1989,Y1990,Y1991,Y1992,Y1993,Y1994,Y1995,Y1996,Y1997,Y1998,Y1999,Y2000,Y2001,Y2002,Y2003,Y2004,Y2005,Y2006,Y2007,Y2008,Y2009,Y2010,Y2011,Y2012,Y2013,Y2014,Y2015,Y2016,Y2017,Y2018,Y2019
0.399626236,0.313298031,0.313013372,0.268455151,0.215335304,0.373430449,0.261391882,0.243006587,0.380265994,0.361275439,0.236858467,0.302693564,0.424643402,0.260406709,0.312789309,0.219055731,0.418975917,0.352562665,0.439256509,0.434408373,0.433964385,0.403247361,0.500358412,0.36437072,0.361965584,0.395704738,0.531803113,0.542060635,0.466926047,0.617746998,0.497134337,0.446526246,0.436951366,0.608551823,0.633637457,0.475542067,0.614691965,0.81537648,0.700826437,0.670805546,0.737458389,0.799141205,0.766928384,0.722537793,0.775483652,0.788173206,0.840692931,0.740209481,0.811359581,0.880770336,0.765319002,0.787323699,0.826377675,0.912088963,1.016034384,1.077556569,1.000158645,1.007113377,1.092195881
